Marke,Model,Year,Mileage,City,State,Price
Cadillac,XLR2dr,2005,102658,Dallas, TX,13990
Mazda,Mazda6Sport,2015,24872,Englewood, FL,15800
Dodge,ChallengerR/T,2015,67746,Denton, TX,27995
Toyota,Tundra,2014,26649,Moreno Valley, CA,30243
Ford,Transit,2016,11877,Brookfield, WI,23000
Buick,LaCrosseFWD,2012,67948,GRIFFIN, GA,15752
Ford,FusionSE,2014,43912,Raleigh, NC,14988
Chrysler,300300S,2016,26731,Lima, OH,25759
Buick,Lucerne4dr,2007,115624,Homosassa, FL,6840
Ford,MustangEcoBoost,2017,21727,Tucson, AZ,23127
Honda,Accord,2017,6433,Coral Springs, FL,22337
Chrysler,200Sedan,2013,65317,London, OH,10305
Scion,xBAutomatic,2013,85731,Union City, GA,12495
Volkswagen,Jetta,2014,13478,Sanford, FL,9970
Jeep,WranglerSport,2016,14281,Winter Haven, FL,25678
GMC,Sierra,2008,115943,Loxley, AL,16800
Chevrolet,CamaroCoupe,2016,35056,Houston, TX,19913
Mercedes-Benz,E-Class4dr,2008,105928,Hollywood, FL,8489
Subaru,Outback2.5i,2013,45547,Torrington, CT,19798
BMW,3,2007,133759,Bethlehem, PA,7599
Volkswagen,Tiguan2WD,2012,53774,Palo Alto, CA,11500
Ford,Super,2011,88277,Portland, OR,39850
Mazda,B-Series,2003,127927,Spokane, WA,8999
Chevrolet,Silverado,2011,70833,Cockeysville, MD,21991
Subaru,Legacy2.5i,2015,63512,Arundel, ME,16211
Toyota,Prius5dr,2010,68855,Madison, TN,9451
Dodge,AvengerSE,2013,88360,San Antonio, TX,7295
Chevrolet,Silverado,2015,36720,Denver, CO,37590
Ford,FiestaHatchback,2016,37917,Warner Robins, GA,10261
Chevrolet,TraverseFWD,2016,21773,Pembroke Pines, FL,25787
GMC,Sierra,2010,105477,Brookings, SD,19000
Ford,FusionSE,2017,31112,New York, NY,15365
Hyundai,SonataLimited,2014,15757,Richmond, VA,17797
Toyota,CamrySE,2014,19594,Roswell, GA,18551
Honda,CR-VEX-L,2014,35392,Louisville, KY,20250
Honda,CR-V2WD,2007,94797,Lees Summit, MO,11000
Chrysler,Sebring4dr,2010,77692,Carrollton, TX,8990
Acura,MDXFWD,2015,59201,Fremont, CA,32988
Volkswagen,TiguanS,2014,36668,Rochester, NY,16595
Toyota,CamrySE,2016,39975,Monroe, LA,21000
Nissan,Altima3.5,2016,25399,Louisville, KY,20750
Hyundai,Santa,2017,21494,Lawrenceville, GA,22455
Nissan,Altima4dr,2005,193000,Morristown, TN,5099
INFINITI,QX70RWD,2017,13131,Orlando, FL,31999
Chevrolet,Suburban4WD,2008,172917,Bedford, OH,11156
Chevrolet,EquinoxFWD,2013,61421,San Antonio, TX,13450
Honda,Civic,2014,19713,Maumee, OH,14500
Ram,1500Laramie,2017,13875,Port Richey, FL,29777
Jeep,CherokeeFWD,2016,39449,Okmulgee, OK,17340
Jeep,Cherokee4WD,2016,17998,Glendale, MO,26374
Hyundai,Elantra4dr,2015,60354,Austin, TX,11999
Jeep,CompassLatitude,2016,36443,Victorville, CA,15821
BMW,X3xDrive35i,2017,14967,Highlands Ranch, CO,41497
Volkswagen,Jetta,2015,27785,Toms River, NJ,12245
Chevrolet,Silverado,2013,49106,Morton, IL,24396
INFINITI,Q50RWD,2015,35417,Houston, TX,23980
Honda,Civic,2013,70150,Patchogue, NY,10311
Toyota,RAV4AWD,2016,28320,Bluefield, WV,26900
Honda,Civic,2014,62886,Hayesville, NC,14233
Nissan,Altima2.5,2015,28469,Chicago, IL,12926
Chevrolet,Silverado,2014,22326,New Castle, DE,34683
Nissan,Versa,2015,29533,McKinney, TX,13000
Nissan,MaximaS,2016,34766,Portland, OR,22875
BMW,3,2012,75443,Gainesville, GA,18985
Ford,FocusSedan,2014,55519,Keizer, OR,11995
BMW,X3sDrive28i,2017,9734,Los Angeles, CA,40415
Hyundai,VeracruzAWD,2009,97220,Hackettstown, NJ,12846
Ford,FocusSedan,2016,21852,Omaha, NE,11776
Jeep,PatriotSport,2015,62391,Mesa, AZ,12977
Chevrolet,Silverado,2013,43000,Mt. Juliet, TN,25288
Chevrolet,CamaroCoupe,2014,13389,Council Bluffs, IA,18900
Chevrolet,Impala4dr,2003,171964,Covington, TN,2990
Nissan,Altima2.5,2016,30771,Virginia Beach, VA,15495
Toyota,CorollaLE,2016,23326,Manchester, NH,13822
Ford,F-150XLT,2017,13910,Jacksonville, FL,32995
BMW,X5xDrive35d,2014,19864,San Diego, CA,39995
Chevrolet,EquinoxFWD,2011,128395,Cincinnati, OH,8973
Volkswagen,Routan4dr,2011,99535,Hardeeville, SC,7129
Hyundai,ElantraSE,2016,32350,Huntsville, AL,11499
Chevrolet,CruzeLTZ,2015,40499,Charlotte, NC,13991
Ford,MustangFastback,2016,17959,Grapevine, TX,29000
Ford,FusionTitanium,2014,37877,Houston, TX,18697
Buick,EnclaveLeather,2014,52366,Fishers, IN,22750
Ford,EscapeSE,2014,18690,Libertyville, IL,20979
Ford,EdgeFWD,2007,61803,Rosenberg, TX,10999
Kia,SoulAutomatic,2015,17202,Bossier City, LA,19500
Acura,RLAutomatic,2012,99994,New Braunfels, TX,14993
Toyota,Venza4dr,2012,124919,Sioux City, IA,14000
Toyota,Corolla4dr,2010,86814,Tucson, AZ,8999
Mercedes-Benz,C-ClassC,2017,2075,KANSAS CITY, MO,40658
BMW,5,2015,21820,Salisbury, NC,28972
Toyota,Tundra2WD,2006,100080,Urbana, IL,14990
Mazda,Mazda3i,2016,25331,Kennewick, WA,16383
Ford,Fusion4dr,2008,94606,Stone Mountain, GA,10195
Honda,OdysseyEX,2014,33845,Riverhead, NY,20872
Ford,F-150SuperCab,2013,37343,Lubbock, TX,26900
Nissan,Altima2.5,2015,33349,Bethlehem, PA,12995
Ford,EdgeTitanium,2016,22348,Daphne, AL,27991
INFINITI,M37x,2012,92087,Waukesha, WI,17491
Toyota,RAV44X2,2015,21667,Davie, FL,22423
Ford,F-1504WD,2015,65820,Highlands Ranch, CO,31846
Dodge,Durango4dr,2003,193822,Colorado Springs, CO,4495
GMC,Sierra,2015,47000,Dade City, FL,34784
Chrysler,PacificaTouring-L,2017,30030,Rochester, MN,29595
Kia,OptimaLX,2017,18946,New York, NY,18077
Audi,A42.0T,2016,25206,Seekonk, MA,26000
Chrysler,300300S,2014,42563,Playa Vista, CA,18998
Ram,"3500SLT,",2014,17597,Eugene, OR,49990
Lincoln,MKCAWD,2017,12062,Hanover, PA,34995
Ford,FusionSE,2017,36810,Knoxville, TN,15365
Honda,Accord,2015,57807,Whittier, CA,17999
Toyota,Sienna5dr,2004,89118,Raleigh, NC,8950
Dodge,ChallengerR/T,2014,17790,Warren, MI,23998
Ford,F-1502WD,2010,54807,Danville, KY,18000
Chevrolet,Silverado,2014,70638,South Bend, IN,29923
Jeep,Grand,2012,100775,Radcliff, KY,19962
Mercedes-Benz,E-ClassE350,2013,45390,Phoenix, AZ,21999
BMW,5,2015,29448,Berkeley, CA,33000
Chevrolet,ImpalaLT,2017,19339,Albany, NY,21995
Dodge,Ram,2007,600,Mcgregor, TX,15985
Ford,F-1502WD,2016,29072,FONTANA, CA,30987
Ford,FocusHatchback,2016,38093,Temecula, CA,11793
Hyundai,SonataSE,2015,47288,Lancaster, OH,13500
Cadillac,EscaladeAWD,2011,63592,Burr Ridge, IL,29995
Honda,CR-V4WD,2007,120833,Farmington Hills, MI,9777
Toyota,HighlanderAWD,2015,29738,San Rafael, CA,34990
Honda,RidgelineSport,2017,940,Brooklyn Center, MN,35495
Toyota,Prius5dr,2009,88862,Honolulu, HI,9995
BMW,3,2009,94557,Midvale, UT,9999
Ford,F-1504WD,2015,44563,Columbia, SC,44995
Audi,A44dr,2008,113781,Chantilly, VA,8475
Toyota,CorollaL,2013,53943,San Bernardino, CA,11650
Dodge,JourneySE,2014,67186,Vineland, NJ,15995
Hyundai,Santa,2013,58700,Naugatuck, CT,16450
Chevrolet,CamaroConvertible,2016,28382,Lee's Summit, MO,23980
Kia,Soul+,2016,42456,Lake Park, FL,11961
Kia,OptimaEX,2015,38306,Raleigh, NC,17988
GMC,CanyonCrew,2012,90053,Columbia, KY,19900
Volkswagen,Passat1.8T,2014,38180,Jacksonville, FL,16977
Acura,RDXFWD,2016,26223,Santa Monica, CA,29880
Lexus,ES,2015,71126,Wilkes-Barre, PA,22500
Ford,FusionTitanium,2014,41545,Harrisonville, MO,16000
Toyota,CamrySE,2014,56450,Bellflower, CA,13998
Ford,FusionSE,2015,26109,Pasadena, TX,19988
Toyota,RAV4FWD,2008,177264,San Antonio, TX,7994
Audi,Q5quattro,2012,55411,Bethesda, MD,21881
Chrysler,200Limited,2015,30988,Grand Rapids, MI,14950
Ford,EscapeFWD,2015,25183,Temple Hills, MD,14900
Toyota,Tundra,2014,83490,Bay Minette, AL,29963
Hyundai,AccentSE,2016,48190,Chesapeake, VA,9499
Cadillac,ATS3.6L,2014,20378,Puyallup, WA,22999
Toyota,4Runner4x2,2013,72528,Jacksonville, FL,24982
Dodge,JourneySXT,2015,44451,La Grande, OR,19895
Jeep,WranglerSport,2013,63520,Cullman, AL,25000
Nissan,Altima2.5,2016,7767,Oak Ridge, TN,26991
HUMMER,H34WD,2008,99011,Orlando, FL,15500
Chevrolet,TraverseAWD,2017,22016,Marshfield, MO,27490
Nissan,Altima2.5,2017,5378,Bedford, TX,20495
Toyota,Highlander4WD,2012,42580,Beaverton, OR,21987
Ford,Edge4dr,2011,88503,Kingwood, TX,14000
INFINITI,JX35JX35,2013,76410,Tustin, CA,23000
BMW,X5xDrive35i,2014,21777,Manassas, VA,35495
Nissan,Versa1.6,2015,31562,Seaside, CA,8400
Toyota,Tacoma4WD,2016,5960,Dallas, TX,34985
Ford,Super,2015,69731,Corpus Christi, TX,47921
Volkswagen,Passat1.8T,2015,33505,PEORIA, IL,15499
Ford,ExplorerBase,2015,30961,Sulphur Springs, TX,18966
Chevrolet,Suburban4WD,2016,37374,Lynnwood, WA,54325
Jeep,Wrangler,2016,13421,Amarillo, TX,37950
Subaru,Forester2.5i,2015,18642,Tacoma, WA,26158
BMW,4,2017,3585,Pleasanton, CA,45430
Kia,SportageLX,2015,26423,Elk River, MN,18000
Jeep,Wrangler,2017,5535,Downers Grove, IL,36406
Chevrolet,Silverado,2006,139387,Houston, TX,15488
Toyota,Tundra,2016,34598,Gilbert, AZ,40991
BMW,5,2013,46380,Woods Cross, UT,18999
Dodge,ChallengerSXT,2015,17445,Colorado Springs, CO,21995
Kia,SorentoEX,2015,61065,Goldsboro, NC,20990
Ford,F-150SuperCrew,2013,95705,Raleigh, NC,29900
GMC,YukonAWD,2013,72123,Tucson, AZ,29427
GMC,Yukon,2015,31091,TYLER, TX,53294
Ford,MustangConvertible,2013,56373,Las Vegas, NV,12999
Subaru,Forester2.5X,2012,143392,North Hampton, NH,9995
Chevrolet,MalibuLT,2017,26224,Waldorf, MD,17233
Toyota,CamryXLE,2015,65735,Vicksburg, MS,14811
Nissan,Altima2.5,2016,6209,Alcoa, TN,18975
Chrysler,3004dr,2008,103602,Long Island City, NY,7888
Hyundai,ElantraLimited,2018,166,Harrisonburg, VA,16997
Kia,SportageLX,2015,9687,Florissant, MO,17712
Toyota,CorollaS,2016,13263,Easton, PA,17678
Chrysler,200S,2015,27676,MADISON, WI,15877
Honda,Odyssey4dr,2007,125004,Arlington, TX,8498
Nissan,PathfinderPlatinum,2014,93412,Graham, NC,18899
Ford,Five,2007,47640,Virgina Beach, VA,7400
Dodge,Grand,2016,33763,Easton, PA,19899
Buick,LaCrosseFWD,2014,13742,Adrian, MI,20999
GMC,Envoy,2002,142100,Santa Clara, CA,6988
Nissan,RogueS,2016,46775,Cerritos, CA,16574
Volkswagen,EosKomfort,2013,46612,Jacksonville, FL,17995
Mazda,Mazda3i,2014,41051,Reading, PA,13597
Lexus,ES,2003,138953,Montclair, CA,5995
Jeep,Grand,2017,20842,Fayetteville, AR,25900
Lincoln,MKXMKX,2013,23277,Greenville, TX,22991
Kia,Optima,2013,22346,Merriam, KS,14000
Chevrolet,Malibu4dr,2008,100109,Waldorf, MD,6995
Lexus,LS,2004,75719,Fort Myers, FL,11389
Chevrolet,Tahoe4WD,2015,26651,Hawthorne, NJ,51995
Mazda,Mazda3i,2014,49166,Durham, NC,9995
Land,Rover,2016,35011,Escondido, CA,77000
Lexus,ES,2016,18865,Miami, FL,29777
Mitsubishi,MirageES,2015,17900,Brooklyn, NY,8995
Hyundai,Sonata4dr,2011,79556,Canandaigua, NY,8999
Cadillac,Escalade4WD,2015,60878,Lakewood, CO,54498
Volvo,XC60AWD,2012,96423,Stamford, CT,13999
Land,Rover,2015,40665,Marietta, GA,30800
Ram,"1500Longhorn,",2016,19864,St. George, UT,44800
Toyota,Camry4dr,2009,67974,Hollywood, FL,9995
Honda,Accord,2015,37427,Tuscaloosa, AL,16895
Cadillac,SRXStandard,2016,18896,Alto, GA,30989
Ram,15002WD,2012,97151,Mesquite, TX,22800
Buick,LaCrosse4dr,2007,110531,Indianapolis, IN,6988
Honda,Pilot4WD,2016,42624,Roswell, GA,30290
Honda,Civic,2014,23767,Louisville, KY,13250
Hyundai,Elantra,2017,17796,Tampa, FL,15347
Chevrolet,TraverseAWD,2017,21005,Fallon, NV,27995
GMC,Sierra,2008,94940,Lima, OH,15978
Ford,FocusSedan,2013,61267,Highlands Ranch, CO,8968
BMW,5,2004,101834,Mchenry, IL,6990
Ford,F-1502WD,2004,97401,Colma, CA,10999
GMC,Sierra,2014,37368,Quakertown, PA,49490
Ford,FocusHatchback,2014,93749,Tuscaloosa, AL,9355
Ford,ExplorerLimited,2015,43870,Chantilly, VA,28855
Volkswagen,GolfWolfsburg,2017,9338,Dearborn, MI,19595
Ford,Transit,2013,41529,Pompano Beach, FL,12994
Volkswagen,Golf,2016,9398,Vero Beach, FL,23988
Chevrolet,Silverado,2012,32117,Purcell, OK,29990
Lexus,GX,2012,49460,Houston, TX,36988
Chevrolet,CamaroConvertible,2016,28255,Tyler, TX,23790
Honda,CR-VEX-L,2014,40876,Reno, NV,21734
Hyundai,Santa,2017,39066,Silver Spring, MD,18995
Nissan,LEAFSL,2015,1249,Chantilly, VA,13999
Lexus,LS,2002,87103,Smyrna, ga,9291
Ford,FocusHatchback,2016,24807,Willowbrook, IL,14588
Jeep,Grand,2015,43377,Mystic, CT,27998
Chevrolet,ImpalaLS,2013,61225,Schenectady, NY,10200
Hyundai,Elantra,2014,37899,Mahwah, NJ,13995
Ford,Transit,2012,88046,Homestead, FL,7990
Lexus,GSGS,2017,768,Tyler, TX,52995
Ford,Super,2000,207840,Bountiful, UT,13113
Ford,F-150SuperCrew,2013,66657,Missoula, MT,41995
Jeep,CherokeeFWD,2016,39130,Kenner, LA,19755
Mercedes-Benz,C-ClassC,2017,8647,Silver Spring, MD,43940
Jeep,PatriotLatitude,2014,31472,East Petersburg, PA,15727
BMW,X3xDrive35i,2014,48838,Marietta, GA,26444
Ford,Edge4dr,2008,102061,Hurst, TX,8499
Scion,xB5dr,2011,82533,Milwaukie, OR,9995
Hyundai,Elantra4dr,2014,57409,Louisville, KY,11500
Nissan,RogueSL,2015,31120,Mount Airy, NC,23798
Dodge,Grand,2016,76610,Shakopee, MN,15875
Mercedes-Benz,C-ClassC300,2015,28826,West Palm Beach, FL,24999
Kia,OptimaLX,2015,48467,Dothan, AL,12995
Mercedes-Benz,GLK-ClassGLK250,2015,34963,Greenland, NH,38500
Hyundai,Sonata4dr,2015,36005,LIMERICK, PA,18675
Nissan,VersaSV,2016,41517,High Point, NC,10488
Ford,F-1504WD,2012,61723,Imlay City, MI,23983
Lexus,RX,2014,17118,New York, NY,31790
Honda,OdysseyEX-L,2014,93794,Gulfport, MS,22977
BMW,6,2007,84898,Raleigh, NC,16981
Chevrolet,Cruze1LT,2014,12701,Paramus, NJ,14998
Chevrolet,TraverseFWD,2017,24730,Antioch, TN,27917
INFINITI,QX804WD,2014,37912,Richmond, VA,41000
Honda,Accord,2014,37836,Davie, FL,16833
Dodge,Grand,2017,28275,Tyler, TX,22329
Cadillac,ATS2.0L,2014,31950,Costa Mesa, CA,20990
Hyundai,Elantra4dr,2013,48399,Tacoma, WA,10845
Hyundai,ElantraSE,2016,48311,Countryside, IL,12995
Ford,EscapeSE,2014,21607,Weslaco, TX,21995
Jeep,Wrangler,2011,87711,Machesney Park, IL,23999
Ford,F-1504WD,2015,22465,SHAKOPEE, MN,34998
GMC,Sierra,2016,21340,GILBERT, AZ,29999
Volkswagen,Jetta,2016,7998,Coconut Creek, FL,20998
Jeep,Wrangler,2013,39477,Devils Lake, ND,30791
Chevrolet,MalibuLT,2016,13677,Oklahoma City, OK,17990
GMC,TerrainFWD,2015,29308,New Orleans, LA,19995
Toyota,PriusThree,2015,47480,Canton, MA,15990
Honda,Accord,2010,99994,Oregon City, OR,9961
Toyota,"SiennaLE,",2016,28860,Davie, FL,23964
Ford,F-1502WD,2012,49951,Los Angeles, CA,25995
Chevrolet,TraverseAWD,2009,65367,Delta, UT,15995
GMC,Sierra,2015,27245,Brooksville, FL,42880
Audi,TTCoupe,2016,9582,Louisville, KY,38250
Honda,Accord,2007,87224,Milwaukee, WI,7995
Ford,FusionSE,2014,49908,Coconut Creek, FL,12699
Jeep,Cherokee4WD,2016,19434,Plano, IL,25691
Cadillac,Escalade4WD,2017,12220,Houston, TX,73922
Mazda,Tribute3.0L,2003,239546,Waterbury, CT,2500
Ford,F-150XLT,2017,16088,Austin, TX,28488
Subaru,Outback3.6R,2017,3719,Ogden, UT,33957
Jeep,CherokeeSport,2014,32054,Schenectady, NY,16995
Ford,Expedition4WD,2012,75346,Sterling Heights, MI,21395
Toyota,4Runner4WD,2012,86826,Kansas City, MO,27000
Volvo,XC60T5,2017,28439,Victorville, CA,33091
INFINITI,QX564WD,2013,81294,Fort Smith, AR,33500
GMC,Sierra,2016,29875,Baxley, GA,42896
Toyota,CorollaLE,2014,20487,Charleston, SC,14246
Chevrolet,Tahoe4WD,2008,131303,Waite Park, MN,16795
Ford,EscapeFWD,2017,39772,Escondido, CA,20967
BMW,7,2014,28340,Newport Beach, CA,41478
Ford,Fusion4dr,2012,164365,Lexington, KY,6107
Chevrolet,MalibuLT,2017,33554,New Castle, DE,16733
Cadillac,ATS2.0L,2014,14443,Milford, MA,25995
Lexus,RX,2012,47120,Daly City, CA,26999
Honda,Civic,2014,37931,Long Island City, NY,13900
Chevrolet,ImpalaLT,2011,174495,Sterling Heights, MI,4900
Acura,TSX4dr,2010,41652,Playa Vista, CA,13998
Chevrolet,TrailBlazer4dr,2004,110215,Conroe, TX,4800
GMC,Sierra,2016,24339,Live Oak, FL,21900
Buick,EncoreFWD,2015,19474,Stockton, CA,17500
Toyota,Sienna5dr,2006,166365,Las Vegas, NV,6995
Mitsubishi,Outlander,2013,70902,Selma, TX,9991
Jeep,Grand,2017,7474,Chehalis, WA,34999
Chevrolet,CruzeDiesel,2014,7891,Forest Hills, NY,13969
Chevrolet,TahoeLT,2017,24005,Philadelphia, PA,45480
Chevrolet,Silverado,2005,124832,Surprise, AZ,9000
Jeep,Grand,2015,32810,Plainfield, IN,29716
Ford,Thunderbird2dr,2002,91283,Casselberry, FL,13995
Nissan,Titan2WD,2007,85004,Vista, CA,19990
Honda,Civic,2010,49007,Raleigh, NC,10988
Nissan,FrontierCrew,2016,21421,Los Angeles, CA,22000
Subaru,Forester2.5i,2016,28255,North Kansas City, MO,21350
Buick,Lucerne4dr,2009,96639,Coeur d'Alene, ID,8995
Dodge,ChargerSXT,2016,23737,Fairfield, CA,20775
Toyota,CorollaLE,2015,39913,Miami, FL,11175
Chevrolet,Malibu,2016,34503,Englewood, CO,17988
Ford,EscapeS,2013,44452,Tampa, FL,13991
Ram,15004WD,2012,82165,El Paso, TX,33777
GMC,Sierra,2008,153533,Abilene, TX,22975
Honda,Accord,2014,41265,Coral Springs, FL,14000
Dodge,Nitro4WD,2007,101018,Parma, OH,11895
Honda,CR-VSE,2016,7880,Grand Island, NY,23000
Mercedes-Benz,E-Class4dr,2010,106540,West Bridgewater, MA,14499
Chevrolet,CruzeSedan,2017,15381,Vicksburg, MS,19822
Honda,OdysseyEX-L,2007,119313,Auburn, AL,8999
Ford,FusionSE,2014,30168,Independence, MO,15881
Mazda,CX-3AWD,2016,4916,Naperville, IL,23987
Mercedes-Benz,CLACLA250,2016,11377,Riverside, CA,27993
Cadillac,CTS,2013,27371,Sandwich, IL,19949
Land,Rover,2015,21890,Portland, OR,41900
Lincoln,MKT3.5L,2014,25614,West Bend, WI,30795
Ford,Mustang2dr,2007,88665,BRONX, NY,11555
Mercedes-Benz,GLEGLE350,2016,16581,Dallas, TX,43455
Chevrolet,Camaro2dr,2010,36955,Fuquay-Varina, NC,21000
Cadillac,SRXBase,2015,23724,Ocoee, FL,25000
Toyota,4Runner4x4,2015,19328,Raleigh, NC,36900
BMW,3,2007,119685,Los Angeles, CA,7495
BMW,5,2014,41325,Jamaica, NY,29777
Chrysler,300300S,2016,15389,Centennial, CO,26248
Chevrolet,Silverado,2016,13159,Morrow, GA,25999
Ford,EscapeSE,2014,91006,Forest, VA,12342
Chevrolet,Malibu1LT,2015,33647,Louisville, KY,14750
Chevrolet,Impala4dr,2006,86255,Syracuse, NY,5555
Chevrolet,Tahoe2WD,2015,38140,Escondido, CA,37000
Honda,Accord,2017,1982,Tallmadge, OH,26495
Dodge,Avenger4dr,2009,84789,Lafayette, IN,6299
Subaru,Legacy2.5i,2014,25559,Midlothian, VA,19995
INFINITI,Q50AWD,2015,14528,Hanover, MA,28000
Mercedes-Benz,GL-ClassGL350,2012,47469,Burr Ridge, IL,27995
Volvo,S60T6,2014,25130,Englewood, CO,25699
Nissan,JUKES,2015,26910,Robstown, TX,15188
Toyota,PriusFour,2017,11578,Orland Park, IL,25999
BMW,3,2009,63986,Springfield, VA,10000
Ford,Fusion4dr,2011,108525,Macon, GA,9451
Volkswagen,CC4dr,2010,63480,Salem, OR,10495
Toyota,PriusFive,2015,45210,East Hartford, CT,17500
Chevrolet,Tahoe2WD,2012,50014,Scottsdale, AZ,26455
Toyota,Sienna5dr,2010,135130,Fredericksburg, VA,7290
Chevrolet,Silverado,2016,40379,Coon Rapids, MN,31988
GMC,Envoy2WD,2008,112628,Phoenix, AZ,8999
Audi,Q53.0T,2014,30644,Greenville, SC,32995
Chevrolet,Silverado,2014,35698,Delano, CA,37628
Volkswagen,Golf,2015,29629,Carlsbad, CA,24999
GMC,Sierra,2015,41925,Middlesboro, KY,37500
Dodge,Grand,2016,22621,Friendswood, TX,18988
Volkswagen,Jetta,2015,51215,Toms River, NJ,10775
Chrysler,200Limited,2015,39488,Oak Park Heights, MN,14000
BMW,X5xDrive35i,2014,38698,Plano, TX,33990
Nissan,PathfinderSV,2016,24348,Hainesport, NJ,26000
Volvo,XC60T5,2017,7354,Tempe, AZ,39791
Chrysler,Town,2015,69973,Guthrie, OK,17000
BMW,5,2011,73295,Fuquay Varina, NC,16995
INFINITI,QX60AWD,2014,14881,Philadelphia, PA,32480
Chevrolet,MalibuLT,2017,25854,Chattanooga, TN,17233
GMC,AcadiaAWD,2014,32610,Randolph, NJ,29995
GMC,Envoy,2003,184045,Jacksonville, FL,5988
Ram,"1500SLT,",2016,19273,Beaumont, TX,28995
Jeep,Grand,2011,98038,Austin, TX,14520
Hyundai,VelosterManual,2016,33872,Colorado Springs, CO,14437
Ford,F-150SuperCrew,2013,21880,Klamath Falls, OR,36482
Ford,FusionSE,2015,7634,Elmhurst, IL,15979
Chrysler,200Limited,2015,47640,Shelby, NC,13554
INFINITI,G37,2013,26520,Libertyville, IL,19455
Ford,F-1504WD,2016,15708,Ballwin, MO,44500
Honda,Accord,2017,18440,Pembroke Pines, FL,25989
Toyota,CamrySE,2013,148225,North Little Rock, AR,9991
Lexus,GX,2008,161871,Tupelo, MS,15350
Chevrolet,Silverado,2014,21762,Hillsboro, OR,39652
BMW,Z4sDrive28i,2015,20852,Tempe, AZ,33998
Chevrolet,VoltPlug-In,2014,45337,Petaluma, CA,16888
Kia,SportageEX,2014,52327,Chicago, IL,14995
Chevrolet,TraverseAWD,2017,38055,Saint Paul, MN,24435
Dodge,ChargerSE,2014,58666,Tacoma, WA,16527
Chrysler,300300S,2015,18692,Indianapolis, IN,22999
Ford,FusionSE,2013,49476,Pompano Beach, FL,10895
Ford,F-1504WD,2016,36059,Bloomington, MN,33990
Porsche,Boxster2dr,2005,111256,Fairfield, OH,12999
Cadillac,ATS,2017,3975,Chantilly, VA,36000
Ford,FiestaS,2017,511,Roseville, CA,18625
Nissan,PathfinderSV,2014,63531,Baytown, TX,30998
Toyota,Yaris5dr,2012,59021,Bloomfield, NJ,8980
Jeep,Wrangler,2014,48066,Franklin, TN,34500
Chevrolet,Malibu1LT,2015,16066,Greenacres, FL,15717
Mazda,Mazda3i,2015,19808,San Antonio, TX,15487
GMC,Yukon4WD,2015,27854,Abilene, KS,46500
Ford,FocusHatchback,2016,28537,Cincinnati, OH,13988
Cadillac,XTSLuxury,2014,22879,Wall, NJ,22995
Dodge,Dakota2WD,2007,72347,Jackson, AL,9995
Dodge,ChargerSE,2014,53408,South Holland, IL,14494
Volvo,XC90AWD,2016,32953,Dallas, TX,47991
Chevrolet,Silverado,2015,24377,Pahrump, NV,30988
Ford,FusionSE,2017,24058,Stoneham, MA,18993
Ford,F-150XLT,2017,21057,Canby, OR,38000
Ford,F-1502WD,2015,8547,Atlanta, GA,29123
Lexus,RX,2005,176655,Midway City, CA,6695
Toyota,Tundra,2017,31,NEW HAMPTON, NY,42697
Mercedes-Benz,Sprinter,2016,3530,Littleton, CO,49999
Honda,OdysseyEX-L,2015,43370,Austin, TX,28250
Subaru,Impreza,2008,88135,Sioux Falls, SD,14995
Lexus,IS,2014,30968,Phoenix, AZ,25950
Chevrolet,Tahoe2WD,2016,20758,Corpus Christi, TX,47760
Honda,Pilot4WD,2012,109390,Sacramento, CA,17595
Acura,TLXSH-AWD,2015,45776,Birmingham, AL,24480
Toyota,Tacoma4WD,2016,16264,Fort Wayne, IN,30987
Kia,SedonaLX,2017,20907,Scottsdale, AZ,21991
Dodge,ChargerSRT8,2013,72185,St Louis, MO,28990
Audi,Q73.0T,2015,57698,Schererville, IN,37776
Lincoln,MKZSelect,2017,22046,Fairfax, VA,26000
Audi,Q7quattro,2007,98184,Carrollton, TX,12000
Ford,ExplorerXLT,2015,76961,Nashua, NH,24997
Cadillac,XTSFWD,2017,26755,Vacaville, CA,30995
Chevrolet,Silverado,2013,43489,Morehead City, NC,27631
Toyota,PriusTwo,2014,72572,Smyrna, GA,11999
Jeep,Grand,2013,28706,West Allis, WI,22576
Ford,F-1504WD,2015,48389,Parker, CO,28995
Toyota,Prius,2017,3324,Livermore, CA,26900
Dodge,DurangoR/T,2013,96603,Lone Tree, CO,24799
Chevrolet,TraverseLS,2014,19802,Lynbrook, NY,18500
Ram,"2500Tradesman,",2014,32106,Ontario, CA,33450
Volvo,XC602015.5,2015,30870,Nazareth, PA,31980
Audi,Q73.0T,2013,38895,Philadelphia, PA,39280
GMC,AcadiaAWD,2009,122552,Idaho Falls, ID,12000
GMC,AcadiaAWD,2017,14412,Orlando, FL,28999
Volvo,XC704dr,2007,135574,Oakland, FL,5500
Subaru,WRX,2015,37728,Newton, MA,29375
Kia,Optima4dr,2011,78547,Rogers, AR,10880
Ford,F-1502WD,2014,50219,Van Buren, AR,28944
Ford,Escape4WD,2015,42572,Wichita Falls, TX,17968
Nissan,RogueSV,2015,43636,Cary, NC,17980
Mercedes-Benz,E-ClassE350,2014,38283,Pembroke Pines, FL,30987
